デバイス情報
******************************
デバイスタイプ:	   中距離無線温湿度センサー
ID:   C2200501
測定間隔:   1 min
注:
表示されるすべての時間は  UTC+9 および24時間制に基づいています。 [yyyy-MM-dd HH:mm:ss]

ロギング情報
******************************
開始時刻: 	2021-02-12 18:00:58
終了時刻:      2021-02-15 11:20:28
測定データ数:      61
測定時間:      2d 17h 19m 30s 
最大値:        22.80℃/66%RH
最小値:        20.80℃/43%RH
平均値:        21.80℃ /50%RH
平均動態温度:21.80℃


日付,時刻,温度(℃),湿度(%RH)
******************************,******************************,******************************,******************************,******************************
2021-02-12,18:00:58, 22.80,43
2021-02-12,18:02:00, 22.80,43
2021-02-12,18:03:01, 22.80,43
2021-02-12,18:04:03, 22.80,43
2021-02-12,18:05:05, 22.70,43
2021-02-12,18:06:06, 22.70,43
2021-02-12,18:07:08, 22.60,43
2021-02-12,18:08:09, 22.60,43
2021-02-12,18:09:11, 22.60,43
2021-02-12,18:10:13, 22.60,43
2021-02-12,18:11:14, 22.60,43
2021-02-12,18:12:16, 22.50,43
2021-02-12,18:13:17, 22.60,44
2021-02-15,10:30:05, 20.80,66
2021-02-15,10:32:12, 20.90,66
2021-02-15,10:33:14, 20.90,66
2021-02-15,10:34:15, 20.90,65
2021-02-15,10:36:19, 21.00,65
2021-02-15,10:37:20, 21.00,65
2021-02-15,10:38:22, 21.10,65
2021-02-15,10:39:24, 21.10,65
2021-02-15,10:40:25, 21.20,65
2021-02-15,10:41:27, 21.20,64
2021-02-15,10:42:28, 21.20,64
2021-02-15,10:43:30, 21.30,64
2021-02-15,10:44:32, 21.30,64
2021-02-15,10:45:33, 21.30,64
2021-02-15,10:46:35, 21.40,64
2021-02-15,10:47:36, 21.40,63
2021-02-15,10:48:38, 21.50,63
2021-02-15,10:49:40, 21.50,63
2021-02-15,10:50:41, 21.60,63
2021-02-15,10:51:43, 21.60,63
2021-02-15,10:52:45, 21.70,63
2021-02-15,10:53:46, 21.70,63
2021-02-15,10:54:48, 21.70,63
2021-02-15,10:55:49, 21.70,63
2021-02-15,10:56:51, 21.80,63
2021-02-15,10:57:53, 21.80,62
2021-02-15,10:58:54, 21.80,62
2021-02-15,10:59:56, 21.80,62
2021-02-15,11:00:57, 21.80,62
2021-02-15,11:01:59, 21.90,62
2021-02-15,11:03:01, 21.90,62
2021-02-15,11:04:02, 21.90,62
2021-02-15,11:05:04, 21.90,62
2021-02-15,11:06:06, 22.00,62
2021-02-15,11:07:07, 22.00,61
2021-02-15,11:08:09, 22.00,61
2021-02-15,11:09:10, 22.00,61
2021-02-15,11:10:12, 22.00,61
2021-02-15,11:11:14, 22.10,61
2021-02-15,11:12:15, 22.10,61
2021-02-15,11:13:17, 22.10,61
2021-02-15,11:14:18, 22.10,61
2021-02-15,11:15:20, 22.10,61
2021-02-15,11:16:22, 22.10,61
2021-02-15,11:17:23, 22.20,61
2021-02-15,11:18:25, 22.20,61
2021-02-15,11:19:27, 22.20,61
2021-02-15,11:20:28, 22.20,61

